group_index,hnu_center_eV,hnu_low_eV,hnu_high_eV
527,188.871032383,187.116513562,190.642002645
528,192.429578607,190.642002645,194.233915974
529,196.055171911,194.233915974,197.893505057
530,199.749075539,197.893505057,201.622044984
531,203.512576535,201.622044984,205.420834866
532,207.346986193,205.420834866,209.291198293
533,211.253640514,209.291198293,213.234483793
534,215.23390067,213.234483793,217.252065301
535,219.289153478,217.252065301,221.345342639
536,223.420811887,221.345342639,225.515742003
537,227.630315464,225.515742003,229.764716459
538,231.919130903,229.764716459,234.093746453
539,236.288752528,234.093746453,238.504340322
540,240.740702822,238.504340322,242.998034823
541,245.27653295,242.998034823,247.576395668
542,249.897823304,247.576395668,252.241018065
543,254.606184053,252.241018065,256.993527283
544,259.403255703,256.993527283,261.835579209
545,264.290709667,261.835579209,266.76886093
546,269.270248854,266.76886093,271.79509132
547,274.343608253,271.79509132,276.916021638
548,279.512555544,276.916021638,282.133436139
549,284.778891712,282.133436139,287.449152695
550,290.144451677,287.449152695,292.86502343
551,295.611104926,292.86502343,298.382935362
552,301.180756174,298.382935362,304.004811065
553,306.85534602,304.004811065,309.732609334
554,312.636851628,309.732609334,315.568325873
555,318.527287413,315.568325873,321.513993985
556,324.528705743,321.513993985,327.571685283
557,330.643197658,327.571685283,333.743510411
558,336.872893592,333.743510411,340.031619783
559,343.219964121,340.031619783,346.438204325
560,349.686620717,346.438204325,352.965496247
561,356.275116518,352.965496247,359.615769812
562,362.987747113,359.615769812,366.391342135
563,369.826851345,366.391342135,373.294573989
564,376.794812121,373.294573989,380.327870625
565,383.894057246,380.327870625,387.493682612
566,391.127060267,387.493682612,394.794506692
567,398.496341336,394.794506692,402.232886645
568,406.004468087,402.232886645,409.811414182
569,413.654056531,409.811414182,417.532729844
570,421.447771969,417.532729844,425.399523923
571,429.388329919,425.399523923,433.414537398
572,437.478497059,433.414537398,441.580562891
573,445.7210922,441.580562891,449.900445643
574,454.118987259,449.900445643,458.3770845
575,462.675108264,458.3770845,467.013432926
576,471.392436372,467.013432926,475.812500031
577,480.27400891,475.812500031,484.777351623
578,489.322920431,484.777351623,493.91111127
579,498.542323792,493.91111127,503.216961394
580,507.935431255,503.216961394,512.698144374
581,517.505515604,512.698144374,522.357963684
582,527.255911285,522.357963684,532.199785036
583,537.19001557,532.199785036,542.227037556
584,547.31128974,542.227037556,552.44321498
585,557.623260288,552.44321498,562.851876868
586,568.129520154,562.851876868,573.456649849
587,578.833729969,573.456649849,584.26122888
588,589.739619338,584.26122888,595.269378534
589,600.850988133,595.269378534,606.484934316
590,612.171707822,606.484934316,617.911803993
591,623.705722815,617.911803993,629.553968962
592,635.45705184,629.553968962,641.415485632
593,647.429789341,641.415485632,653.500486839
594,659.628106908,653.500486839,665.813183288
595,672.056254726,665.813183288,678.357865018
596,684.718563061,678.357865018,691.138902897
597,697.619443764,691.138902897,704.160750144
598,710.763391812,704.160750144,717.427943884
599,724.154986871,717.427943884,730.945106725
600,737.798894894,730.945106725,744.716948371
601,751.699869746,744.716948371,758.748267261
602,765.862754861,758.748267261,773.043952245
603,780.292484926,773.043952245,787.60898428
604,794.994087605,787.60898428,802.448438174
605,809.972685291,802.448438174,817.567484348
606,825.233496885,817.567484348,832.971390641
607,840.78183962,832.971390641,848.665524143
608,856.623130912,848.665524143,864.655353066
609,872.762890246,864.655353066,880.946448651
610,889.206741102,880.946448651,897.544487105
611,905.960412911,897.544487105,914.455251583
612,923.029743056,914.455251583,931.684634202
613,940.420678898,931.684634202,949.238638091
614,958.139279859,949.238638091,967.123379486
615,976.191719523,967.123379486,985.34508986
616,994.584287793,985.34508986,1003.91011809
617,1013.32339308,1003.91011809,1022.82493269
618,1032.41556454,1022.82493269,1042.09612402
619,1051.86745434,1042.09612402,1061.73040663
620,1071.68583999,1061.73040663,1081.73462158
621,1091.87762669,1081.73462158,1102.11573882
622,1112.44984974,1102.11573882,1122.8808596
623,1133.40967699,1122.8808596,1144.03721901
624,1154.76441136,1144.03721901,1165.59218842
625,1176.52149334,1165.59218842,1187.55327811
626,1198.68850363,1187.55327811,1209.92813983
627,1221.27316574,1209.92813983,1232.72456954
628,1244.2833487,1232.72456954,1255.95051005
629,1267.72706983,1255.95051005,1279.61405384
630,1291.61249747,1279.61405384,1303.72344585
631,1315.94795388,1303.72344585,1328.28708637
632,1340.74191812,1328.28708637,1353.31353398
633,1366.00302899,1353.31353398,1378.81150847
634,1391.74008808,1378.81150847,1404.78989396
635,1417.96206279,1404.78989396,1431.25774194
636,1444.6780895,1431.25774194,1458.22427444
637,1471.89747669,1458.22427444,1485.69888725
638,1499.62970826,1485.69888725,1513.69115318
639,1527.88444679,1513.69115318,1542.21082541
640,1556.67153691,1542.21082541,1571.26784088
641,1586.00100871,1571.26784088,1600.87232374
642,1615.88308131,1600.87232374,1631.03458892
643,1646.32816632,1631.03458892,1661.76514566
644,1677.34687155,1661.76514566,1693.07470123
645,1708.95000465,1693.07470123,1724.97416463
646,1741.14857693,1724.97416463,1757.4746504
647,1773.95380712,1757.4746504,1790.58748248
648,1807.37712536,1790.58748248,1824.32419819
649,1841.43017713,1824.32419819,1858.69655219
650,1876.12482734,1858.69655219,1893.71652066
651,1911.47316444,1893.71652066,1929.39630537
652,1947.48750462,1929.39630537,1965.74833802
653,1984.18039616,1965.74833802,2002.78528454
654,2021.56462373,2002.78528454,2040.52004949
